"h [mm]","w [mm]","Freq [GHz]","re(Zo(Port_In)) []","im(Zo(Port_In)) []","dB(S(Port_In,Port_In)) []","dB(S(Port_Out,Port_In)) []"
0.5,0.03,17.986,75.655483608338,-0.429157992958153,-13.3031730854268,-6.33000378004903
0.5,0.03,18.024,75.6550433005483,-0.428026610036491,-13.3219417001069,-6.34252356199912
0.5,0.03,18.062,75.6546029376229,-0.426900295920348,-13.3405829768774,-6.3550420405454
0.5,0.03,18.1,75.6541625143583,-0.425779023282667,-13.3590958374246,-6.36755911025584
0.5,0.03,18.138,75.6537220255985,-0.424662765035301,-13.3774792262128,-6.38007466652763
0.5,0.03,18.176,75.6532814662339,-0.423551494326705,-13.3957321108232,-6.39258860559673
0.5,0.03,18.214,75.6528408312013,-0.422445184539508,-13.4138534822831,-6.40510082454715
0.5,0.03,18.252,75.6524001154832,-0.421343809287789,-13.4318423553875,-6.41761122131998
0.5,0.03,18.29,75.6519593141073,-0.420247342415163,-13.4496977690121,-6.43011969472215
0.5,0.03,18.328,75.6515184221459,-0.419155757991981,-13.4674187864172,-6.44262614443514
0.5,0.03,18.366,75.6510774347154,-0.41806903031327,-13.485004495542,-6.45513047102312
0.5,0.03,18.404,75.6506363469762,-0.416987133896368,-13.5024540092901,-6.46763257594124
0.5,0.03,18.442,75.6501951541315,-0.415910043478501,-13.5197664658045,-6.48013236154339
0.5,0.03,18.48,75.6497538514274,-0.414837734014702,-13.5369410287333,-6.49262973108993
0.5,0.03,18.518,75.6493124341523,-0.413770180675617,-13.5539768874844,-6.50512458875509
0.5,0.03,18.556,75.6488708976362,-0.412707358845168,-13.5708732574703,-6.5176168396342
0.5,0.03,18.594,75.6484292372505,-0.411649244118472,-13.5876293803416,-6.53010638975068
0.5,0.03,18.632,75.6479874484075,-0.410595812299636,-13.6042445242103,-6.54259314606282
0.5,0.03,18.67,75.6475455265598,-0.409547039399676,-13.6207179838606,-6.55507701647036
0.5,0.03,18.708,75.6471034672,-0.4085029016346,-13.63704908095,-6.56755790982081
0.5,0.03,18.746,75.6466612658602,-0.407463375422914,-13.6532371641975,-6.5800357359157
0.5,0.03,18.784,75.6462189181116,-0.406428437384042,-13.6692816095602,-6.59251040551636
0.5,0.03,18.822,75.6457764195639,-0.40539806433609,-13.6851818203989,-6.60498183034979
0.5,0.03,18.86,75.6453337658652,-0.404372233293786,-13.7009372276303,-6.61744992311413
0.5,0.03,18.898,75.6448909527015,-0.403350921466739,-13.7165472898679,-6.62991459748406
0.5,0.03,18.936,75.6444479757958,-0.402334106257211,-13.7320114935503,-6.64237576811586
0.5,0.03,18.974,75.6440048309085,-0.401321765258485,-13.7473293530564,-6.65483335065236
0.5,0.03,19.012,75.6435615138364,-0.400313876252667,-13.7625004108088,-6.66728726172775
0.5,0.03,19.05,75.6431180204123,-0.399310417209207,-13.777524237364,-6.6797374189721
0.5,0.03,19.088,75.6426743465052,-0.398311366282551,-13.7924004314899,-6.69218374101566
0.5,0.03,19.126,75.6422304880192,-0.397316701810748,-13.8071286202302,-6.70462614749321
0.5,0.03,19.164,75.6417864408935,-0.396326402313419,-13.8217084589564,-6.71706455904787
0.5,0.03,19.202,75.641342201102,-0.395340446489887,-13.836139631406,-6.72949889733503
0.5,0.03,19.24,75.6408977646527,-0.394358813217727,-13.8504218497079,-6.74192908502596
0.5,0.03,19.278,75.6404531275876,-0.393381481550667,-13.8645548543956,-6.75435504581124
0.5,0.03,19.316,75.6400082859824,-0.392408430717092,-13.8785384144057,-6.76677670440409
0.5,0.03,19.354,75.6395632359457,-0.391439640118174,-13.8923723270646,-6.77919398654342
0.5,0.03,19.392,75.639117973619,-0.390475089326439,-13.9060564180615,-6.79160681899678
0.5,0.03,19.43,75.6386724951764,-0.38951475808375,-13.9195905414086,-6.80401512956316
0.5,0.03,19.468,75.6382267968239,-0.388558626299947,-13.9329745793884,-6.81641884707558
0.5,0.03,19.506,75.6377808747995,-0.387606674051079,-13.9462084424872,-6.82881790140345
0.5,0.03,19.544,75.6373347253724,-0.386658881577875,-13.959292069317,-6.84121222345494
0.5,0.03,19.582,75.6368883448431,-0.385715229283989,-13.9722254265235,-6.85360174517906
0.5,0.03,19.62,75.6364417295428,-0.384775697734666,-13.9850085086816,-6.86598639956756
0.5,0.03,19.658,75.6359948758332,-0.383840267655003,-13.997641338179,-6.87836612065678
0.5,0.03,19.696,75.6355477801059,-0.382908919928537,-14.0101239650862,-6.89074084352924
0.5,0.03,19.734,75.6351004387826,-0.381981635595522,-14.0224564670146,-6.90311050431517
0.5,0.03,19.772,75.6346528483143,-0.381058395851756,-14.0346389489625,-6.91547504019383
0.5,0.03,19.81,75.6342050051812,-0.380139182046753,-14.0466715431489,-6.92783438939466
0.5,0.03,19.848,75.6337569058925,-0.379223975682481,-14.0585544088351,-6.94018849119839
0.5,0.03,19.886,75.6333085469857,-0.378312758411864,-14.0702877321345,-6.95253728593784
0.5,0.03,19.924,75.6328599250269,-0.377405512037328,-14.0818717258115,-6.96488071499875
0.5,0.03,19.962,75.63241103661,-0.376502218509504,-14.0933066290681,-6.97721872082036
0.5,0.03,20,75.6319618783563,-0.3756028599255,-14.1045927073197,-6.98955124689582
0.5,0.05,1,76.8285010014737,-4.88003847206994,-22.9911927513937,-0.16925527453102
0.5,0.05,1.038,76.7935213130846,-4.7124736740748,-22.7162625566582,-0.177162560411025
0.5,0.05,1.076,76.7616347683238,-4.55653706399421,-22.4523742496137,-0.185096914490436
0.5,0.05,1.114,76.7324306772554,-4.41106189523051,-22.1986812410974,-0.193053345732352
0.5,0.05,1.152,76.7055646614365,-4.27502991020658,-21.9544268575828,-0.201027950051541
0.5,0.05,1.19,76.6807463624109,-4.14754869752648,-21.7189330216004,-0.209017781320994
0.5,0.05,1.228,76.657729712022,-4.02783304172235,-21.4915905779739,-0.217020730068019
0.5,0.05,1.266,76.6363051734593,-3.91518947299649,-21.2718509863059,-0.22503541074779
0.5,0.05,1.304,76.6162935108182,-3.80900339793737,-21.0592191559053,-0.233061058072283
0.5,0.05,1.342,76.5975407533741,-3.70872832446853,-20.8532472423159,-0.24109743254702
0.5,0.05,1.38,76.5799141004906,-3.61387679582258,-20.6535292580279,-0.249144735116513
0.5,0.05,1.418,76.563298572223,-3.5240127268,-20.4596963762134,-0.257203530631914
0.5,0.05,1.456,76.5475942549339,-3.43874489661324,-20.2714128271472,-0.265274679720417
0.5,0.05,1.494,76.5327140246111,-3.35772140039969,-20.0883723036364,-0.273359278546124
0.5,0.05,1.532,76.5185816559493,-3.28062489911778,-19.9102948052322,-0.281458605897725
0.5,0.05,1.57,76.5051302446766,-3.20716853734666,-19.7369238619447,-0.289574077011803
0.5,0.05,1.608,76.4923008855722,-3.13709242224973,-19.5680240871666,-0.297707203535427
0.5,0.05,1.646,76.4800415602426,-3.07016057596952,-19.4033790169302,-0.305859559042416
0.5,0.05,1.684,76.4683061977831,-3.00615828901863,-19.2427891988047,-0.314032749539903
0.5,0.05,1.722,76.4570538785797,-2.94488981460065,-19.0860704989044,-0.322228388431768
0.5,0.05,1.76,76.4462481571261,-2.88617635384525,-18.9330525998407,-0.330448075440557
0.5,0.05,1.798,76.4358564842005,-2.82985429014328,-18.7835776661265,-0.338693379027046
0.5,0.05,1.836,76.4258497123129,-2.77577363749026,-18.6374991566804,-0.346965821885407
0.5,0.05,1.874,76.4162016711926,-2.72379667327918,-18.4946807667473,-0.35526686913029
0.5,0.05,1.912,76.4068888023958,-2.67379673055567,-18.3549954838439,-0.363597918829406
0.5,0.05,1.95,76.3978898439775,-2.62565712854057,-18.218324744306,-0.371960294570811
0.5,0.05,1.988,76.3891855576953,-2.57927022338281,-18.0845576787098,-0.380355239787255
0.5,0.05,2.026,76.3807584924507,-2.53453656374336,-17.9535904359071,-0.388783913591091
0.5,0.05,2.064,76.3725927786957,-2.49136413802331,-17.8253255766823,-0.397247387901477
0.5,0.05,2.102,76.3646739493679,-2.44966770190982,-17.699671529142,-0.405746645671651
0.5,0.05,2.14,76.3569887836121,-2.40936817648439,-17.5765420989071,-0.414282580047418
0.5,0.05,2.178,76.3495251701232,-2.37039210846726,-17.4558560280075,-0.422855994309191
0.5,0.05,2.216,76.342271987421,-2.3326711853009,-17.337536597114,-0.431467602468695
0.5,0.05,2.254,76.3352189987702,-2.29614179873705,-17.2215112663706,-0.440118030408373
0.5,0.05,2.292,76.3283567597935,-2.26074465141296,-17.1077113506514,-0.448807817466457
0.5,0.05,2.33,76.3216765371075,-2.22642440160553,-16.996071725551,-0.457537418383826
0.5,0.05,2.368,76.3151702365491,-2.19312934195624,-16.8865305608436,-0.466307205540454
0.5,0.05,2.406,76.3088303397607,-2.16081110847916,-16.7790290785215,-0.475117471419483
0.5,0.05,2.444,76.3026498480749,-2.1294244166134,-16.6735113328525,-0.483968431245859
0.5,0.05,2.482,76.2966222327809,-2.09892682146906,-16.5699240101844,-0.492860225754384
0.5,0.05,2.52,76.2907413909821,-2.0692784997526,-16.4682162464784,-0.501792924048755
0.5,0.05,2.558,76.2850016063584,-2.04044205114975,-16.3683394607811,-0.510766526519201
0.5,0.05,2.596,76.279397514236,-2.01238231719924,-16.270247203038,-0.519780967791371
0.5,0.05,2.634,76.2739240704477,-1.98506621591246,-16.173895014828,-0.528836119683657
0.5,0.05,2.672,76.2685765235312,-1.95846259058937,-16.0792403017546,-0.537931794153951
0.5,0.05,2.71,76.263350389872,-1.93254207145074,-15.9862422163612,-0.547067746220126
0.5,0.05,2.748,76.2582414314471,-1.9072769488572,-15.8948615505627,-0.556243676841438
0.5,0.05,2.786,76.2532456358665,-1.88264105701679,-15.8050606366903,-0.565459235750412
0.5,0.05,2.824,76.2483591984512,-1.8586096671991,-15.7168032563418,-0.574714024226907
0.5,0.05,2.862,76.2435785061138,-1.83515938957652,-15.6300545563136,-0.58400759780787
0.5,0.05,2.9,76.2389001228402,-1.81226808290386,-15.5447809709645,-0.593339468927672
0.5,0.05,2.938,76.2343207765917,-1.78991477132791,-15.4609501504301,-0.602709109485379
0.5,0.05,2.976,76.2298373474723,-1.7680795676898,-15.3785308941619,-0.612115953336235
0.5,0.05,3.014,76.2254468570204,-1.7467436027465,-15.2974930893216,-0.62155939870564
0.5,0.05,3.052,76.2211464585032,-1.72588895979413,-15.2178076536054,-0.631038810524644
0.5,0.05,3.09,76.2169334281062,-1.70549861422611,-15.1394464821149,-0.640553522686547
0.5,0.05,3.128,76.2128051569215,-1.68555637760399,-15.0623823979313,-0.650102840224867
0.5,0.05,3.166,76.2087591436502,-1.66604684585914,-14.9865891060792,-0.659686041413199
0.5,0.05,3.204,76.2047929879447,-1.64695535127923,-14.9120411505978,-0.669302379787943
0.5,0.05,3.242,76.2009043843243,-1.62826791796574,-14.8387138744657,-0.678951086095134
0.5,0.05,3.28,76.1970911166037,-1.60997122047759,-14.7665833821462,-0.688631370162834
0.5,0.05,3.318,76.193351052785,-1.59205254540216,-14.6956265045438,-0.698342422700682
0.5,0.05,3.356,76.1896821403636,-1.57449975561807,-14.6258207661808,-0.708083417028398
0.5,0.05,3.394,76.1860824020085,-1.5573012570353,-14.5571443544214,-0.717853510735078
0.5,0.05,3.432,76.1825499315797,-1.54044596761723,-14.4895760905847,-0.727651847271189
0.5,0.05,3.47,76.1790828904499,-1.52392328850641,-14.4230954028025,-0.737477557475264
0.5,0.05,3.508,76.1756795041005,-1.5077230770909,-14.3576823004928,-0.747329761037249
0.5,0.05,3.546,76.1723380589671,-1.49183562186288,-14.2933173503265,-0.757207567900513
0.5,0.05,3.584,76.16905689951,-1.4762516189329,-14.2299816535803,-0.767110079604469
0.5,0.05,3.622,76.1658344254896,-1.46096215007563,-14.1676568247742,-0.777036390569855
0.5,0.05,3.66,76.1626690894274,-1.4459586621925,-14.1063249715031,-0.786985589328476
0.5,0.05,3.698,76.1595593942364,-1.43123294808696,-14.0459686753773,-0.796956759699423
0.5,0.05,3.736,76.1565038910054,-1.41677712845592,-13.9865709739967,-0.806948981913553
0.5,0.05,3.774,76.1535011769244,-1.40258363500938,-13.9281153438854,-0.816961333688061
0.5,0.05,3.812,76.150549893338,-1.38864519463693,-13.8705856843239,-0.826992891252906
0.5,0.05,3.85,76.1476487239176,-1.3749548145468,-13.813966302018,-0.837042730330771
0.5,0.05,3.888,76.1447963929404,-1.36150576830841,-13.7582418965492,-0.84710992707226
0.5,0.05,3.926,76.1419916636685,-1.34829158273554,-13.7033975465556,-0.857193558947863
0.5,0.05,3.964,76.139233336819,-1.33530602555154,-13.6494186965974,-0.867292705598309
0.5,0.05,4.002,76.1365202491175,-1.32254309378287,-13.5962911446625,-0.877406449644733
0.5,0.05,4.04,76.1338512719307,-1.30999700283136,-13.544001030272,-0.887533877460149
0.5,0.05,4.078,76.1312253099693,-1.29766217617933,-13.4925348231502,-0.897674079903583
0.5,0.05,4.116,76.1286413000579,-1.28553323568501,-13.4418793124219,-0.907826153018196
0.5,0.05,4.154,76.1260982099669,-1.27360499242928,-13.3920215963086,-0.917989198694743
0.5,0.05,4.192,76.1235950373011,-1.26187243807725,-13.3429490722904,-0.928162325301511
0.5,0.05,4.23,76.1211308084419,-1.25033073672118,-13.294649427709,-0.93834464828202
0.5,0.05,4.268,76.1187045775391,-1.23897521717352,-13.247110630785,-0.948535290721567
0.5,0.05,4.306,76.1163154255491,-1.22780136568117,-13.2003209220256,-0.958733383883762
0.5,0.05,4.344,76.1139624593163,-1.21680481903432,-13.1542688060008,-0.968938067718082
0.5,0.05,4.382,76.1116448106957,-1.20598135804475,-13.1089430434684,-0.97914849133949
0.5,0.05,4.42,76.109361635713,-1.19532690137059,-13.0643326438266,-0.989363813481089
0.5,0.05,4.458,76.1071121137605,-1.18483749966614,-13.0204268578781,-0.999583202920759
0.5,0.05,4.496,76.1048954468275,-1.17450933003657,-12.9772151708885,-1.00980583888269
0.5,0.05,4.534,76.1027108587613,-1.16433869077909,-12.9346872959221,-1.02003091141468
0.5,0.05,4.572,76.1005575945589,-1.15432199639314,-12.8928331674423,-1.03025762174208
0.5,0.05,4.61,76.098434919687,-1.14445577284353,-12.8516429351617,-1.0404851825991
0.5,0.05,4.648,76.0963421194282,-1.13473665306148,-12.8111069581291,-1.05071281853843
0.5,0.05,4.686,76.0942784982534,-1.12516137266951,-12.771215799042,-1.06093976621972
0.5,0.05,4.724,76.0922433792171,-1.11572676591714,-12.7319602187727,-1.07116527467788
0.5,0.05,4.762,76.0902361033769,-1.10642976181512,-12.6933311710971,-1.08138860557168
0.5,0.05,4.8,76.0882560292334,-1.09726738045677,-12.6553197976176,-1.0916090334135
0.5,0.05,4.838,76.0863025321918,-1.08823672951588,-12.617917422869,-1.10182584578081
0.5,0.05,4.876,76.0843750040422,-1.07933500091094,-12.5811155495997,-1.11203834351001
0.5,0.05,4.914,76.0824728524594,-1.07055946762663,-12.5449058542193,-1.12224584087328
0.5,0.05,4.952,76.0805955005202,-1.06190748068366,-12.5092801824059,-1.13244766573901
0.5,0.05,4.99,76.0787423862382,-1.05337646624884,-12.4742305448635,-1.14264315971638
0.5,0.05,5.028,76.0769129621139,-1.04496392287764,-12.4397491132251,-1.15283167828469
0.5,0.05,5.066,76.0751066947019,-1.03666741888208,-12.4058282160933,-1.16301259090787
0.5,0.05,5.104,76.0733230641916,-1.02848458981733,-12.3724603352125,-1.17318528113483
0.5,0.05,5.142,76.0715615640034,-1.02041313608039,-12.3396381017675,-1.18334914668606
0.5,0.05,5.18,76.0698217003978,-1.01245082061518,-12.307354292802,-1.19350359952704
0.5,0.05,5.218,76.0681029920982,-1.00459546671831,-12.2756018277522,-1.20364806592881
0.5,0.05,5.256,76.066404969926,-0.996844955940359,-12.2443737650915,-1.21378198651632
0.5,0.05,5.294,76.0647271764478,-0.989197226077621,-12.2136632990794,-1.22390481630491
0.5,0.05,5.332,76.0630691656347,-0.981650269249779,-12.1834637566125,-1.23401602472538
0.5,0.05,5.37,76.0614305025326,-0.97420213005908,-12.1537685941716,-1.24411509563803
0.5,0.05,5.408,76.0598107629427,-0.966850903826874,-12.1245713948627,-1.25420152733621
0.5,0.05,5.446,76.0582095331135,-0.959594734903769,-12.0958658655455,-1.26427483253957
0.5,0.05,5.484,76.0566264094417,-0.952431815049505,-12.0676458340493,-1.27433453837763
0.5,0.05,5.522,76.0550609981834,-0.945360381879378,-12.039905246469,-1.28438018636386
0.5,0.05,5.56,76.0535129151743,-0.938378717373759,-12.0126381645418,-1.29441133236071
0.5,0.05,5.598,76.0519817855588,-0.931485146447727,-11.9858387630979,-1.30442754653596
0.5,0.05,5.636,76.050467243528,-0.924678035577958,-11.9595013275857,-1.31442841331076
0.5,0.05,5.674,76.0489689320655,-0.917955791484007,-11.9336202516654,-1.32441353129959
0.5,0.05,5.712,76.0474865027012,-0.911316859861539,-11.908190034871,-1.33438251324259
0.5,0.05,5.75,76.0460196152739,-0.904759724164993,-11.883205280337,-1.34433498593048
0.5,0.05,5.788,76.0445679376997,-0.898282904437376,-11.8586606925873,-1.35427059012249
0.5,0.05,5.826,76.0431311457488,-0.891884956185025,-11.8345510753839,-1.36418898045747
0.5,0.05,5.864,76.0417089228287,-0.885564469295226,-11.8108713296346,-1.37408982535864
0.5,0.05,5.902,76.0403009597744,-0.879320066994772,-11.7876164513551,-1.38397280693208
0.5,0.05,5.94,76.0389069546446,-0.873150404847676,-11.7647815296862,-1.3938376208594
0.5,0.05,5.978,76.0375266125248,-0.86705416979002,-11.742361744962,-1.40368397628477
0.5,0.05,6.016,76.0361596453358,-0.861030079200626,-11.7203523668291,-1.41351159569663
0.5,0.05,6.054,76.0348057716487,-0.855076880005755,-11.698748752413,-1.42332021480426
0.5,0.05,6.092,76.0334647165046,-0.8491933478163,-11.6775463445327,-1.43310958240959
0.5,0.05,6.13,76.032136211241,-0.843378286096236,-11.6567406699589,-1.4428794602744
0.5,0.05,6.168,76.0308199933221,-0.83763052536084,-11.6363273377168,-1.4526296229831
0.5,0.05,6.206,76.0295158061754,-0.831948922403385,-11.6163020374306,-1.4623598578015
0.5,0.05,6.244,76.0282233990325,-0.82633235954919,-11.5966605377091,-1.47206996453162
0.5,0.05,6.282,76.0269425267749,-0.820779743935828,-11.5773986845704,-1.4817597553629
0.5,0.05,6.32,76.0256729497842,-0.815290006818327,-11.5585123999042,-1.49142905471984
0.5,0.05,6.358,76.0244144337974,-0.809862102898409,-11.5399976799727,-1.50107769910656
0.5,0.05,6.396,76.0231667497655,-0.804495009676711,-11.5218505939451,-1.51070553694815
0.5,0.05,6.434,76.021929673717,-0.79918772682709,-11.504067282468,-1.52031242842935
0.5,0.05,6.472,76.0207029866257,-0.793939275592063,-11.4866439562691,-1.52989824533044
0.5,0.05,6.51,76.0194864742813,-0.78874869819859,-11.4695768947933,-1.53946287086075
0.5,0.05,6.548,76.0182799271648,-0.78361505729322,-11.4528624448698,-1.54900619948989
0.5,0.05,6.586,76.0170831403272,-0.778537435396073,-11.4364970194104,-1.55852813677686
0.5,0.05,6.624,76.0158959132715,-0.773514934372683,-11.420477096137,-1.56802859919724
0.5,0.05,6.662,76.014718049839,-0.768546674923144,-11.404799216338,-1.57750751396863
0.5,0.05,6.7,76.0135493580975,-0.763631796087791,-11.3894599836519,-1.58696481887451
0.5,0.05,6.738,76.0123896502341,-0.758769454768827,-11.374456062879,-1.59640046208664
0.5,0.05,6.776,76.0112387424502,-0.753958825267212,-11.3597841788184,-1.60581440198621
0.5,0.05,6.814,76.0100964548602,-0.749199098834395,-11.3454411151307,-1.61520660698381
0.5,0.05,6.852,76.0089626113924,-0.744489483238022,-11.3314237132256,-1.62457705533848
0.5,0.05,6.89,76.0078370396932,-0.739829202341426,-11.3177288711736,-1.63392573497586
0.5,0.05,6.928,76.0067195710342,-0.735217495696173,-11.3043535426404,-1.64325264330566
0.5,0.05,6.966,76.0056100402213,-0.730653618147183,-11.2912947358449,-1.65255778703858
0.5,0.05,7.004,76.004508285507,-0.726136839450072,-11.2785495125386,-1.66184118200271
0.5,0.05,7.042,76.0034141485049,-0.721666443900142,-11.2661149870064,-1.67110285295968
0.5,0.05,7.08,76.0023274741068,-0.717241729972729,-11.253988325089,-1.68034283342057
0.5,0.05,7.118,76.0012481104016,-0.712862009974233,-11.2421667432245,-1.68956116546175
0.5,0.05,7.156,76.0001759085973,-0.708526609703866,-11.2306475075104,-1.69875789954074
0.5,0.05,7.194,75.9991107229448,-0.704234868125301,-11.2194279327851,-1.70793309431221
0.5,0.05,7.232,75.9980524106633,-0.699986137048107,-11.2085053817271,-1.71708681644423
0.5,0.05,7.27,75.9970008318689,-0.695779780818616,-11.1978772639732,-1.72621914043483
0.5,0.05,7.308,75.9959558495039,-0.691615176019799,-11.1875410352544,-1.73533014842907
0.5,0.05,7.346,75.9949173292694,-0.687491711179874,-11.1774941965483,-1.74441993003656
0.5,0.05,7.384,75.9938851395585,-0.683408786489402,-11.1677342932494,-1.75348858214967
0.5,0.05,7.422,75.9928591513923,-0.679365813526464,-11.1582589143547,-1.76253620876245
0.5,0.05,7.46,75.991839238357,-0.675362214989711,-11.1490656916659,-1.77156292079029
0.5,0.05,7.498,75.9908252765432,-0.671397424439073,-11.1401522990073,-1.78056883589058
0.5,0.05,7.536,75.9898171444866,-0.667470886043692,-11.131516451458,-1.78955407828421
0.5,0.05,7.574,75.9888147231102,-0.663582054337062,-11.1231559045998,-1.79851877857816
0.5,0.05,7.612,75.9878178956683,-0.659730393978897,-11.1150684537788,-1.8074630735892
0.5,0.05,7.65,75.9868265476921,-0.655915379523722,-11.1072519333817,-1.81638710616875
0.5,0.05,7.688,75.9858405669366,-0.652136495195778,-11.0997042161251,-1.82529102502901
0.5,0.05,7.726,75.9848598433286,-0.648393234670233,-11.0924232123586,-1.83417498457036
0.5,0.05,7.764,75.983884268917,-0.644685100860232,-11.085406869381,-1.84303914471013
0.5,0.05,7.802,75.982913737823,-0.641011605709837,-11.0786531707688,-1.85188367071284
0.5,0.05,7.84,75.9819481461936,-0.637372269992605,-11.0721601357173,-1.86070873302186
0.5,0.05,7.878,75.9809873921542,-0.633766623115415,-11.0659258183941,-1.86951450709264
0.5,0.05,7.916,75.9800313757641,-0.630194202927772,-11.0599483073042,-1.8783011732275
0.5,0.05,7.954,75.9790799989723,-0.62665455553602,-11.0542257246664,-1.88706891641208
0.5,0.05,7.992,75.9781331655749,-0.623147235122536,-11.048756225801,-1.8958179261534
0.5,0.05,8.03,75.977190781173,-0.619671803769754,-11.0435379985294,-1.90454839631973
0.5,0.05,8.068,75.9762527531327,-0.61622783128864,-11.0385692625828,-1.9132605249821
0.5,0.05,8.106,75.9753189905452,-0.61281489505184,-11.0338482690232,-1.92195451425774
0.5,0.05,8.144,75.9743894041884,-0.609432579830998,-11.0293732996731,-1.93063057015523
0.5,0.05,8.182,75.9734639064893,-0.60608047763838,-11.0251426665562,-1.93928890242156
0.5,0.05,8.22,75.9725424114878,-0.602758187572521,-11.0211547113473,-1.94792972439111
0.5,0.05,8.258,75.9716248348007,-0.59946531566781,-11.0174078048324,-1.95655325283648
0.5,0.05,8.296,75.9707110935873,-0.596201474747942,-11.0139003463775,-1.96515970782138
0.5,0.05,8.334,75.9698011065155,-0.592966284283092,-11.0106307634065,-1.97374931255538
0.5,0.05,8.372,75.9688947937289,-0.589759370250575,-11.0075975108889,-1.98232229325071
0.5,0.05,8.41,75.9679920768147,-0.586580364999207,-11.0047990708351,-1.9908788789811
0.5,0.05,8.448,75.9670928787723,-0.583428907116833,-11.0022339518008,-1.99941930154263
0.5,0.05,8.486,75.9661971239832,-0.580304641301262,-10.9999006884,-2.00794379531664
0.5,0.05,8.524,75.9653047381808,-0.577207218234455,-10.9977978408251,-2.01645259713468
0.5,0.05,8.562,75.9644156484217,-0.574136294459653,-10.9959239943763,-2.02494594614563
0.5,0.05,8.6,75.9635297830575,-0.571091532261623,-10.9942777589979,-2.03342408368482
0.5,0.05,8.638,75.9626470717067,-0.568072599549877,-10.9928577688222,-2.04188725314535
0.5,0.05,8.676,75.9617674452289,-0.565079169744511,-10.9916626817215,-2.05033569985141
0.5,0.05,8.714,75.9608908356975,-0.562110921665093,-10.9906911788664,-2.05876967093389
0.5,0.05,8.752,75.9600171763749,-0.559167539421986,-10.9899419642923,-2.06718941520795
0.5,0.05,8.79,75.959146401687,-0.556248712310407,-10.9894137644721,-2.07559518305283
0.5,0.05,8.828,75.9582784471994,-0.553354134706972,-10.9891053278958,-2.08398722629379
0.5,0.05,8.866,75.9574132495935,-0.550483505968705,-10.9890154246571,-2.09236579808616
0.5,0.05,8.904,75.9565507466432,-0.547636530334473,-10.989142846046,-2.10073115280156
0.5,0.05,8.942,75.9556908771925,-0.544812916828603,-10.9894864041484,-2.10908354591621
0.5,0.05,8.98,75.9548335811333,-0.542012379167007,-10.9900449314514,-2.1174232339015
0.5,0.05,9.018,75.9539787993841,-0.539234635665255,-10.9908172804548,-2.12575047411653
0.5,0.05,9.056,75.953126473869,-0.536479409148872,-10.991802323289,-2.13406552470294
0.5,0.05,9.094,75.952276547497,-0.533746426865829,-10.9929989513378,-2.14236864448175
0.5,0.05,9.132,75.9514289641423,-0.531035420400855,-10.9944060748679,-2.15066009285241
0.5,0.05,9.17,75.9505836686243,-0.528346125591886,-10.9960226226637,-2.15894012969389
0.5,0.05,9.208,75.9497406066893,-0.52567828244829,-10.9978475416667,-2.16720901526795
0.5,0.05,9.246,75.9488997249911,-0.52303163507105,-10.9998797966217,-2.17546701012444
0.5,0.05,9.284,75.9480609710735,-0.520405931574743,-11.0021183697272,-2.18371437500873
0.5,0.05,9.322,75.9472242933522,-0.517800924011286,-11.004562260291,-2.1919513707712
0.5,0.05,9.36,75.9463896410972,-0.515216368295309,-11.0072104843912,-2.20017825827879
0.5,0.05,9.398,75.9455569644168,-0.512652024131299,-11.0100620745418,-2.20839529832863
0.5,0.05,9.436,75.9447262142399,-0.510107654942403,-11.0131160793632,-2.21660275156367
0.5,0.05,9.474,75.9438973423009,-0.507583027800714,-11.0163715632572,-2.22480087839035
0.5,0.05,9.512,75.9430703011233,-0.505077913359151,-11.019827606087,-2.23298993889831
0.5,0.05,9.55,75.9422450440043,-0.502592085784818,-11.0234833028609,-2.24117019278204
0.5,0.05,9.588,75.9414215250003,-0.500125322693947,-11.0273377634214,-2.24934189926454
0.5,0.05,9.626,75.9405996989116,-0.497677405088029,-11.0313901121375,-2.25750531702294
0.5,0.05,9.664,75.939779521268,-0.495248117291612,-11.0356394876022,-2.26566070411605
0.5,0.05,9.702,75.9389609483154,-0.492837246891241,-11.0400850423334,-2.27380831791389
0.5,0.05,9.74,75.9381439370014,-0.490444584675833,-11.0447259424788,-2.28194841502901
0.5,0.05,9.778,75.9373284449622,-0.488069924578317,-11.0495613675255,-2.29008125124986
0.5,0.05,9.816,75.9365144305093,-0.485713063618556,-11.0545905100122,-2.29820708147585
0.5,0.05,9.854,75.9357018526171,-0.483373801847341,-11.0598125752464,-2.30632615965445
0.5,0.05,9.892,75.9348906709097,-0.481051942291842,-11.065226781024,-2.31443873871994
0.5,0.05,9.93,75.9340808456491,-0.478747290902006,-11.0708323573538,-2.32254507053414
0.5,0.05,9.968,75.9332723377232,-0.476459656498147,-11.0766285461845,-2.33064540582874
0.5,0.05,10.006,75.932465108634,-0.474188850719709,-11.0826146011351,-2.33873999414959
0.5,0.05,10.044,75.9316591204859,-0.471934687975091,-11.0887897872297,-2.34682908380259
0.5,0.05,10.082,75.930854335975,-0.469696985392357,-11.0951533806341,-2.35491292180137
0.5,0.05,10.12,75.9300507183777,-0.467475562771266,-11.1017046683968,-2.36299175381667
0.5,0.05,10.158,75.9292482315399,-0.465270242536088,-11.1084429481921,-2.37106582412741
0.5,0.05,10.196,75.9284468398672,-0.463080849689439,-11.1153675280673,-2.37913537557333
